ts,market,mid,news_score,imbalance,posterior,fair,confidence
2026-06-01T13:35:10+00:00,PM_HEATWAVE_EU_2026,0.38445,0.0,-0.40816,0.37838,0.38292,0.25204
2026-06-01T13:35:10+00:00,PM_HURRICANE_FL_2026,0.2968,0.0,-0.54595,0.28967,0.29476,0.28649
2026-06-01T13:35:20+00:00,KX_BIRDFLU_US_2026,0.43265,0.0,-0.6,0.4234,0.42987,0.3
2026-06-01T13:35:20+00:00,PM_HEATWAVE_EU_2026,0.38505,0.0,0.29661,0.38948,0.38604,0.22415
2026-06-01T13:35:20+00:00,PM_HURRICANE_FL_2026,0.29545,0.0,0.72549,0.30505,0.29863,0.33137
2026-06-01T13:35:30+00:00,KX_BIRDFLU_US_2026,0.43265,0.0,0.72436,0.44388,0.43637,0.33109
2026-06-01T13:35:30+00:00,PM_HEATWAVE_EU_2026,0.38225,0.0,-0.14967,0.38003,0.38183,0.18742
2026-06-01T13:35:30+00:00,PM_HURRICANE_FL_2026,0.2971,0.0,-0.8125,0.28652,0.29336,0.35313
2026-06-01T13:35:40+00:00,KX_BIRDFLU_US_2026,0.43615,0.0,-0.47009,0.42888,0.43421,0.26752
2026-06-01T13:35:40+00:00,PM_HEATWAVE_EU_2026,0.3827,0.0,0.02581,0.38308,0.38276,0.15645
2026-06-01T13:35:40+00:00,PM_HURRICANE_FL_2026,0.29525,0.0,0.50769,0.30195,0.2971,0.27692
2026-06-01T13:35:50+00:00,KX_BIRDFLU_US_2026,0.4332,0.0,0.03846,0.4338,0.43329,0.15962
2026-06-01T13:35:50+00:00,PM_HEATWAVE_EU_2026,0.3853,0.0,0.0,0.3853,0.3853,0.15
2026-06-01T13:35:50+00:00,PM_HURRICANE_FL_2026,0.2947,0.0,0.14286,0.29657,0.29505,0.18571
2026-06-01T13:36:00+00:00,KX_BIRDFLU_US_2026,0.4347,0.0,-0.00522,0.43462,0.43469,0.1513
2026-06-01T13:36:00+00:00,PM_HEATWAVE_EU_2026,0.3821,0.0,0.62011,0.39137,0.38493,0.30503
2026-06-01T13:36:00+00:00,PM_HURRICANE_FL_2026,0.29545,0.0,-0.70616,0.28627,0.29245,0.32654
2026-06-01T13:36:10+00:00,KX_BIRDFLU_US_2026,0.43825,0.0,-0.09677,0.43675,0.43799,0.17419
2026-06-01T13:36:10+00:00,PM_HEATWAVE_EU_2026,0.38555,0.0,0.28796,0.38986,0.38651,0.22199
2026-06-01T13:36:10+00:00,PM_HURRICANE_FL_2026,0.29295,0.0,0.22111,0.29584,0.29354,0.20528
2026-06-01T13:36:20+00:00,KX_BIRDFLU_US_2026,0.43465,0.0,-0.00956,0.4345,0.43463,0.15239
2026-06-01T13:36:20+00:00,PM_HEATWAVE_EU_2026,0.3847,0.0,0.75974,0.39609,0.38857,0.33994
2026-06-01T13:36:20+00:00,PM_HURRICANE_FL_2026,0.29525,0.0,0.49049,0.30172,0.29701,0.27262
2026-06-01T13:36:30+00:00,KX_BIRDFLU_US_2026,0.43655,0.0,-0.39837,0.43039,0.43501,0.24959
2026-06-01T13:36:30+00:00,PM_HEATWAVE_EU_2026,0.3865,0.0,-0.51064,0.3789,0.38439,0.27766
2026-06-01T13:36:30+00:00,PM_HURRICANE_FL_2026,0.2982,0.0,0.12613,0.29987,0.2985,0.18153
2026-06-01T13:36:40+00:00,KX_BIRDFLU_US_2026,0.4392,2.7,-0.20902,0.55686,0.47476,0.30225
2026-06-01T13:36:40+00:00,PM_HEATWAVE_EU_2026,0.383,0.8,0.30752,0.42227,0.39584,0.32688
2026-06-01T13:36:40+00:00,PM_HURRICANE_FL_2026,0.30135,-0.7,-0.24823,0.27239,0.29231,0.31206
2026-06-01T13:36:50+00:00,KX_BIRDFLU_US_2026,0.4367,2.7,0.44745,0.56454,0.48296,0.36186
2026-06-01T13:36:50+00:00,PM_HEATWAVE_EU_2026,0.383,0.8,-0.23649,0.41393,0.39256,0.30912
2026-06-01T13:36:50+00:00,PM_HURRICANE_FL_2026,0.29995,-0.7,-0.09497,0.27299,0.29257,0.27374
2026-06-01T13:37:00+00:00,KX_BIRDFLU_US_2026,0.4304,2.7,0.11111,0.553,0.46445,0.27778
2026-06-01T13:37:00+00:00,PM_HEATWAVE_EU_2026,0.38265,0.8,0.38421,0.42309,0.39664,0.34605
2026-06-01T13:37:00+00:00,PM_HURRICANE_FL_2026,0.29715,-0.7,0.67059,0.27996,0.28997,0.41765
2026-06-01T13:37:10+00:00,KX_BIRDFLU_US_2026,0.4264,2.7,-0.45652,0.54008,0.4678,0.36413
2026-06-01T13:37:10+00:00,PM_HEATWAVE_EU_2026,0.38605,0.8,0.76562,0.43249,0.40655,0.44141
2026-06-01T13:37:10+00:00,PM_HURRICANE_FL_2026,0.3037,-0.7,0.01408,0.27791,0.29716,0.25352
2026-06-01T13:37:20+00:00,KX_BIRDFLU_US_2026,0.418,2.7,0.14706,0.54098,0.45327,0.28676
2026-06-01T13:37:20+00:00,PM_HEATWAVE_EU_2026,0.38595,0.8,0.16304,0.42309,0.39675,0.29076
2026-06-01T13:37:20+00:00,PM_HURRICANE_FL_2026,0.29935,-0.7,0.18072,0.27588,0.29242,0.29518
2026-06-01T13:37:30+00:00,KX_BIRDFLU_US_2026,0.41995,2.7,0.18182,0.54351,0.45646,0.29545
2026-06-01T13:37:30+00:00,PM_HEATWAVE_EU_2026,0.38495,0.8,-0.07013,0.41848,0.39392,0.26753
2026-06-01T13:37:30+00:00,PM_HURRICANE_FL_2026,0.2989,-0.7,-0.75082,0.26389,0.28358,0.4377
2026-06-01T13:37:40+00:00,KX_BIRDFLU_US_2026,0.4157,2.7,0.22131,0.53979,0.45359,0.30533
2026-06-01T13:37:40+00:00,PM_HEATWAVE_EU_2026,0.38395,0.8,0.03226,0.41902,0.393,0.25806
2026-06-01T13:37:40+00:00,PM_HURRICANE_FL_2026,0.2989,-0.7,-0.2009,0.27068,0.29043,0.30023
2026-06-01T13:37:50+00:00,KX_BIRDFLU_US_2026,0.41785,2.7,0.60755,0.54802,0.47016,0.40189
2026-06-01T13:37:50+00:00,PM_HEATWAVE_EU_2026,0.38325,0.8,0.50933,0.42563,0.39924,0.37733
2026-06-01T13:37:50+00:00,PM_HURRICANE_FL_2026,0.3006,-0.7,0.35135,0.27923,0.29338,0.33784
2026-06-01T13:38:00+00:00,KX_BIRDFLU_US_2026,0.4195,2.7,-0.19072,0.53722,0.45454,0.29768
2026-06-01T13:38:00+00:00,PM_HEATWAVE_EU_2026,0.3827,0.8,0.01167,0.41742,0.39148,0.25292
2026-06-01T13:38:00+00:00,PM_HURRICANE_FL_2026,0.3023,-0.7,-0.05361,0.27573,0.2953,0.2634
2026-06-01T13:38:10+00:00,KX_BIRDFLU_US_2026,0.4235,2.7,-0.12963,0.54225,0.45704,0.28241
2026-06-01T13:38:10+00:00,PM_HEATWAVE_EU_2026,0.3803,0.8,0.49091,0.4223,0.39595,0.37273
2026-06-01T13:38:10+00:00,PM_HURRICANE_FL_2026,0.2996,-0.7,0.6789,0.28243,0.29239,0.41972
2026-06-01T13:38:20+00:00,KX_BIRDFLU_US_2026,0.43165,2.7,0.81609,0.5652,0.49228,0.45402
2026-06-01T13:38:20+00:00,PM_HEATWAVE_EU_2026,0.3824,0.8,-0.06667,0.41591,0.39134,0.26667
2026-06-01T13:38:20+00:00,PM_HURRICANE_FL_2026,0.30165,-0.7,-0.03111,0.2754,0.29488,0.25778
2026-06-01T13:38:30+00:00,KX_BIRDFLU_US_2026,0.4288,2.7,-0.60494,0.5402,0.4735,0.40123
2026-06-01T13:38:30+00:00,PM_HEATWAVE_EU_2026,0.38515,0.8,-0.55556,0.41126,0.39531,0.38889
2026-06-01T13:38:30+00:00,PM_HURRICANE_FL_2026,0.2992,-0.7,0.47907,0.2795,0.29192,0.36977
2026-06-01T13:38:40+00:00,KX_BIRDFLU_US_2026,0.42605,2.7,-0.20941,0.54359,0.46159,0.30235
2026-06-01T13:38:40+00:00,PM_HEATWAVE_EU_2026,0.38165,0.8,-0.71963,0.40519,0.39177,0.42991
2026-06-01T13:38:40+00:00,PM_HURRICANE_FL_2026,0.30205,-0.7,-0.12749,0.27456,0.2943,0.28187
2026-06-01T13:38:50+00:00,KX_BIRDFLU_US_2026,0.42435,2.7,0.01661,0.5454,0.45512,0.25415
2026-06-01T13:38:50+00:00,PM_HEATWAVE_EU_2026,0.3811,0.8,0.69643,0.42629,0.40027,0.42411
2026-06-01T13:38:50+00:00,PM_HURRICANE_FL_2026,0.2996,-0.7,0.64667,0.28202,0.29236,0.41167
2026-06-01T13:39:00+00:00,KX_BIRDFLU_US_2026,0.4273,2.7,0.0411,0.54877,0.45892,0.26027
2026-06-01T13:39:00+00:00,PM_HEATWAVE_EU_2026,0.3879,0.8,0.0,0.42259,0.39657,0.25
2026-06-01T13:39:00+00:00,PM_HURRICANE_FL_2026,0.29755,-0.7,0.48861,0.27804,0.29029,0.37215
2026-06-01T13:39:10+00:00,KX_BIRDFLU_US_2026,0.42775,2.7,-0.2069,0.54536,0.46323,0.30172
2026-06-01T13:39:10+00:00,PM_HEATWAVE_EU_2026,0.3887,0.8,0.06195,0.42437,0.39817,0.26549
2026-06-01T13:39:10+00:00,PM_HURRICANE_FL_2026,0.29735,-0.7,-0.25217,0.26858,0.28834,0.31304
2026-06-01T13:39:20+00:00,KX_BIRDFLU_US_2026,0.42175,2.7,-0.75969,0.5306,0.46963,0.43992
2026-06-01T13:39:20+00:00,PM_HEATWAVE_EU_2026,0.38815,0.8,0.19632,0.42587,0.39943,0.29908
2026-06-01T13:39:20+00:00,PM_HURRICANE_FL_2026,0.29425,-0.7,-0.34463,0.26453,0.28426,0.33616
2026-06-01T13:39:30+00:00,KX_BIRDFLU_US_2026,0.4187,2.7,0.35648,0.54496,0.46152,0.33912
2026-06-01T13:39:30+00:00,PM_HEATWAVE_EU_2026,0.3876,0.8,-0.07143,0.42118,0.3966,0.26786
2026-06-01T13:39:30+00:00,PM_HURRICANE_FL_2026,0.292,-0.7,0.57143,0.27375,0.28483,0.39286
2026-06-01T13:39:40+00:00,KX_BIRDFLU_US_2026,0.41795,2.7,-0.25926,0.53456,0.45466,0.31481
2026-06-01T13:39:40+00:00,PM_HEATWAVE_EU_2026,0.38385,0.8,-0.61111,0.40909,0.39402,0.40278
2026-06-01T13:39:40+00:00,PM_HURRICANE_FL_2026,0.2968,-0.7,-0.26761,0.26787,0.28763,0.3169
2026-06-01T13:39:50+00:00,KX_BIRDFLU_US_2026,0.42105,2.7,0.37092,0.54758,0.46442,0.34273
2026-06-01T13:39:50+00:00,PM_HEATWAVE_EU_2026,0.3845,0.8,0.01449,0.41932,0.39333,0.25362
2026-06-01T13:39:50+00:00,PM_HURRICANE_FL_2026,0.29725,-0.7,-0.20705,0.26905,0.28874,0.30176
2026-06-01T13:40:00+00:00,KX_BIRDFLU_US_2026,0.42135,2.7,-0.47511,0.53465,0.46313,0.36878
2026-06-01T13:40:00+00:00,PM_HEATWAVE_EU_2026,0.38365,0.8,0.45017,0.42514,0.39869,0.36254
2026-06-01T13:40:00+00:00,PM_HURRICANE_FL_2026,0.3024,-0.7,0.63498,0.28457,0.29511,0.40875
2026-06-01T13:40:10+00:00,KX_BIRDFLU_US_2026,0.4234,2.7,0.72491,0.55548,0.48036,0.43123
2026-06-01T13:40:10+00:00,PM_HEATWAVE_EU_2026,0.3875,0.8,-0.03448,0.42165,0.39633,0.25862
2026-06-01T13:40:10+00:00,PM_HURRICANE_FL_2026,0.29965,-0.7,0.33333,0.27809,0.29246,0.33333
2026-06-01T13:40:20+00:00,KX_BIRDFLU_US_2026,0.42535,2.7,-0.60991,0.53662,0.47013,0.40248
2026-06-01T13:40:20+00:00,PM_HEATWAVE_EU_2026,0.3859,0.8,-0.59016,0.4115,0.39608,0.39754
2026-06-01T13:40:20+00:00,PM_HURRICANE_FL_2026,0.2965,-0.7,-0.08229,0.26989,0.2893,0.27057
2026-06-01T13:40:30+00:00,KX_BIRDFLU_US_2026,0.4238,2.7,-0.64571,0.53448,0.46934,0.41143
2026-06-01T13:40:30+00:00,PM_HEATWAVE_EU_2026,0.39005,0.8,-0.68293,0.41432,0.40026,0.42073
2026-06-01T13:40:30+00:00,PM_HURRICANE_FL_2026,0.2994,-0.7,-0.08493,0.27259,0.29213,0.27123
2026-06-01T13:40:40+00:00,KX_BIRDFLU_US_2026,0.42405,2.7,0.53889,0.55324,0.47375,0.38472
2026-06-01T13:40:40+00:00,PM_HEATWAVE_EU_2026,0.3867,0.8,0.0,0.42136,0.39536,0.25
2026-06-01T13:40:40+00:00,PM_HURRICANE_FL_2026,0.30065,-0.7,-0.45231,0.2692,0.28923,0.36308
2026-06-01T13:40:50+00:00,KX_BIRDFLU_US_2026,0.42645,2.7,0.08387,0.54858,0.45954,0.27097
2026-06-01T13:40:50+00:00,PM_HEATWAVE_EU_2026,0.38605,0.8,0.25366,0.42459,0.39813,0.31341
2026-06-01T13:40:50+00:00,PM_HURRICANE_FL_2026,0.29875,-0.7,0.79916,0.28315,0.29173,0.44979
2026-06-01T13:41:00+00:00,KX_BIRDFLU_US_2026,0.4256,2.7,0.05778,0.54731,0.45779,0.26444
2026-06-01T13:41:00+00:00,PM_HEATWAVE_EU_2026,0.3918,0.8,0.18006,0.42937,0.40288,0.29501
2026-06-01T13:41:00+00:00,PM_HURRICANE_FL_2026,0.29885,-0.7,-0.3561,0.2687,0.28863,0.33902
2026-06-01T13:41:10+00:00,KX_BIRDFLU_US_2026,0.4254,2.7,-0.18351,0.54334,0.4603,0.29588
2026-06-01T13:41:10+00:00,PM_HEATWAVE_EU_2026,0.39115,0.8,-0.22034,0.42254,0.40073,0.30508
2026-06-01T13:41:10+00:00,PM_HURRICANE_FL_2026,0.29905,-0.7,0.09091,0.27446,0.29234,0.27273
2026-06-01T13:41:20+00:00,KX_BIRDFLU_US_2026,0.4236,2.7,-0.70182,0.53339,0.47031,0.42545
2026-06-01T13:41:20+00:00,PM_HEATWAVE_EU_2026,0.3889,0.8,-0.31148,0.41883,0.39871,0.32787
2026-06-01T13:41:20+00:00,PM_HURRICANE_FL_2026,0.29835,-0.7,-0.57276,0.26556,0.28546,0.39319
2026-06-01T13:41:30+00:00,KX_BIRDFLU_US_2026,0.4231,2.7,0.40909,0.55026,0.46789,0.35227
2026-06-01T13:41:30+00:00,PM_HEATWAVE_EU_2026,0.38695,0.8,-0.56044,0.41303,0.39712,0.39011
2026-06-01T13:41:30+00:00,PM_HURRICANE_FL_2026,0.2987,-0.7,0.27273,0.27642,0.29161,0.31818
2026-06-01T13:41:40+00:00,KX_BIRDFLU_US_2026,0.42365,2.7,-0.36129,0.53878,0.46283,0.34032
2026-06-01T13:41:40+00:00,PM_HEATWAVE_EU_2026,0.38735,0.8,0.05426,0.42286,0.39671,0.26357
2026-06-01T13:41:40+00:00,PM_HURRICANE_FL_2026,0.2995,-0.7,-0.09602,0.27255,0.29212,0.274
2026-06-01T13:41:50+00:00,KX_BIRDFLU_US_2026,0.4227,2.7,0.36893,0.54923,0.466,0.34223
2026-06-01T13:41:50+00:00,PM_HEATWAVE_EU_2026,0.3875,0.8,-0.28266,0.41784,0.39723,0.32067
2026-06-01T13:41:50+00:00,PM_HURRICANE_FL_2026,0.29975,-0.7,-0.25413,0.27081,0.29068,0.31353
2026-06-01T13:42:00+00:00,KX_BIRDFLU_US_2026,0.41845,2.7,0.34759,0.54457,0.46094,0.3369
2026-06-01T13:42:00+00:00,PM_HEATWAVE_EU_2026,0.3851,0.8,0.15385,0.42207,0.39577,0.28846
2026-06-01T13:42:00+00:00,PM_HURRICANE_FL_2026,0.3006,-0.7,0.00304,0.27483,0.29414,0.25076
2026-06-01T13:42:10+00:00,KX_BIRDFLU_US_2026,0.42155,2.7,0.40436,0.54861,0.46616,0.35109
2026-06-01T13:42:10+00:00,PM_HEATWAVE_EU_2026,0.3906,0.8,-0.59452,0.41624,0.40082,0.39863
